
time,npos,epos,alt,phi,theta,psi,vel,alpha,beta,p,q,r,nx,ny,nz,mach,qbar,ps,thrust,ele,ail,rud

 0.00000, 0.00000, 0.00000,10000.00000, 0.00000, 8.63744, 0.00000,350.00000, 8.63744, 0.00000, 0.00000, 0.00000, 0.00000,2536.07075,-3.72453, 0.10993,-0.01323,12.69981, 1.00000,2536.07075,-3.72453, 0.10993,-0.01323,
 0.10000, 0.00000, 0.00000,10000.00000, 0.00000, 8.63744, 0.00000,350.00000, 8.63744, 0.00000, 0.00000, 0.00000, 0.00000,2536.07075,-3.72453, 0.10993,-0.01323,12.69981, 1.00000,2536.07075,-3.72453, 0.10993,-0.01323,
 0.20000, 0.00000, 0.00000,10000.00000, 0.00000, 8.63744, 0.00000,350.00000, 8.63744, 0.00000, 0.00000, 0.00000, 0.00000,2536.07075,-3.72453, 0.10993,-0.01323,12.69981, 1.00000,2536.07075,-3.72453, 0.10993,-0.01323,
 0.30000, 0.00000, 0.00000,10000.00000, 0.00000, 8.63744, 0.00000,350.00000, 8.63744, 0.00000, 0.00000, 0.00000, 0.00000,2536.07075,-3.72453, 0.10993,-0.01323,12.69981, 1.00000,2536.07075,-3.72453, 0.10993,-0.01323,
 0.40000, 0.00000, 0.00000,10000.00000, 0.00000, 8.63744, 0.00000,350.00000, 8.63744, 0.00000, 0.00000, 0.00000, 0.00000,2536.07075,-3.72453, 0.10993,-0.01323,12.69981, 1.00000,2536.07075,-3.72453, 0.10993,-0.01323,
 0.50000, 0.00000, 0.00000,10000.00000, 0.00000, 8.63744, 0.00000,350.00000, 8.63744, 0.00000, 0.00000, 0.00000, 0.00000,2536.07075,-3.72453, 0.10993,-0.01323,12.69981, 1.00000,2536.07075,-3.72453, 0.10993,-0.01323,
 0.60000, 0.00000, 0.00000,10000.00000, 0.00000, 8.63744, 0.00000,350.00000, 8.63744, 0.00000, 0.00000, 0.00000, 0.00000,2536.07075,-3.72453, 0.10993,-0.01323,12.69981, 1.00000,2536.07075,-3.72453, 0.10993,-0.01323,
 0.70000, 0.00000, 0.00000,10000.00000, 0.00000, 8.63744, 0.00000,350.00000, 8.63744, 0.00000, 0.00000, 0.00000, 0.00000,2536.07075,-3.72453, 0.10993,-0.01323,12.69981, 1.00000,2536.07075,-3.72453, 0.10993,-0.01323,
 0.80000, 0.00000, 0.00000,10000.00000, 0.00000, 8.63744, 0.00000,350.00000, 8.63744, 0.00000, 0.00000, 0.00000, 0.00000,2536.07075,-3.72453, 0.10993,-0.01323,12.69981, 1.00000,2536.07075,-3.72453, 0.10993,-0.01323,
 0.90000, 0.00000, 0.00000,10000.00000, 0.00000, 8.63744, 0.00000,350.00000, 8.63744, 0.00000, 0.00000, 0.00000, 0.00000,2536.07075,-3.72453, 0.10993,-0.01323,12.69981, 1.00000,2536.07075,-3.72453, 0.10993,-0.01323,
 1.00000, 0.00000, 0.00000,10000.00000, 0.00000, 8.63744, 0.00000,350.00000, 8.63744, 0.00000, 0.00000, 0.00000, 0.00000,2536.07075,-3.72453, 0.10993,-0.01323,12.69981, 1.00000,2536.07075,-3.72453, 0.10993,-0.01323,
 1.10000, 0.00000, 0.00000,10000.00000, 0.00000, 8.63744, 0.00000,350.00000, 8.63744, 0.00000, 0.00000, 0.00000, 0.00000,2536.07075,-3.72453, 0.10993,-0.01323,12.69981, 1.00000,2536.07075,-3.72453, 0.10993,-0.01323,
 1.20000, 0.00000, 0.00000,10000.00000, 0.00000, 8.63744, 0.00000,350.00000, 8.63744, 0.00000, 0.00000, 0.00000, 0.00000,2536.07075,-3.72453, 0.10993,-0.01323,12.69981, 1.00000,2536.07075,-3.72453, 0.10993,-0.01323,
 1.30000, 0.00000, 0.00000,10000.00000, 0.00000, 8.63744, 0.00000,350.00000, 8.63744, 0.00000, 0.00000, 0.00000, 0.00000,2536.07075,-3.72453, 0.10993,-0.01323,12.69981, 1.00000,2536.07075,-3.72453, 0.10993,-0.01323,
 1.40000, 0.00000, 0.00000,10000.00000, 0.00000, 8.63744, 0.00000,350.00000, 8.63744, 0.00000, 0.00000, 0.00000, 0.00000,2536.07075,-3.72453, 0.10993,-0.01323,12.69981, 1.00000,2536.07075,-3.72453, 0.10993,-0.01323,
 1.50000, 0.00000, 0.00000,10000.00000, 0.00000, 8.63744, 0.00000,350.00000, 8.63744, 0.00000, 0.00000, 0.00000, 0.00000,2536.07075,-3.72453, 0.10993,-0.01323,12.69981, 1.00000,2536.07075,-3.72453, 0.10993,-0.01323,
 1.60000, 0.00000, 0.00000,10000.00000, 0.00000, 8.63744, 0.00000,350.00000, 8.63744, 0.00000, 0.00000, 0.00000, 0.00000,2536.07075,-3.72453, 0.10993,-0.01323,12.69981, 1.00000,2536.07075,-3.72453, 0.10993,-0.01323,
 1.70000, 0.00000, 0.00000,10000.00000, 0.00000, 8.63744, 0.00000,350.00000, 8.63744, 0.00000, 0.00000, 0.00000, 0.00000,2536.07075,-3.72453, 0.10993,-0.01323,12.69981, 1.00000,2536.07075,-3.72453, 0.10993,-0.01323,
 1.80000, 0.00000, 0.00000,10000.00000, 0.00000, 8.63744, 0.00000,350.00000, 8.63744, 0.00000, 0.00000, 0.00000, 0.00000,2536.07075,-3.72453, 0.10993,-0.01323,12.69981, 1.00000,2536.07075,-3.72453, 0.10993,-0.01323,
 1.90000, 0.00000, 0.00000,10000.00000, 0.00000, 8.63744, 0.00000,350.00000, 8.63744, 0.00000, 0.00000, 0.00000, 0.00000,2536.07075,-3.72453, 0.10993,-0.01323,12.69981, 1.00000,2536.07075,-3.72453, 0.10993,-0.01323,
 2.00000, 0.00000, 0.00000,10000.00000, 0.00000, 8.63744, 0.00000,350.00000, 8.63744, 0.00000, 0.00000, 0.00000, 0.00000,2536.07075,-3.72453, 0.10993,-0.01323,12.69981, 1.00000,2536.07075,-3.72453, 0.10993,-0.01323,
 2.10000, 0.00000, 0.00000,10000.00000, 0.00000, 8.63744, 0.00000,350.00000, 8.63744, 0.00000, 0.00000, 0.00000, 0.00000,2536.07075,-3.72453, 0.10993,-0.01323,12.69981, 1.00000,2536.07075,-3.72453, 0.10993,-0.01323,
